,Time,Type,CurrentBuyPrice,Buy/Sell,balance,holding,price_usd_PreKrakenTax,price_usd_PostKrakenTax,Total_Profit
40,2020-06-24 23:15:26.043607,5min Average,9174.2,Buy,945.684754575324,0.005413374624463217,49.7728818197539,49.66338147975044,0
41,2020-06-24 23:16:26.172810,5min Average,9174.2,Buy,898.4005168465577,0.010556080517703272,47.2842377287662,47.180212405762916,0
42,2020-06-24 23:17:26.285568,5min Average,9174.2,Buy,853.4804910042299,0.015441651116281324,44.92002584232789,44.82120178547477,0
43,2020-06-24 23:21:26.861863,5min Average,9157.4,Sell,994.5732343414652,0.0,141.40383176712297,141.0927433372353,-0.8844020536126607
44,2020-06-24 23:27:28.278646,5min Average,9157.5,Buy,944.844572624392,0.005418428464241956,49.72866171707327,49.61925866129571,0
45,2020-06-24 23:28:28.562910,5min Average,9157.5,Sell,994.3541282658407,0.0,49.618716818449286,49.5095556414487,-0.2191060756245733
46,2020-06-24 23:30:29.108364,5min Average,9171.9,Buy,944.6364218525487,0.005408729648075403,49.717706413292035,49.608327459182796,0
47,2020-06-24 23:31:29.396205,5min Average,9172.7,Sell,994.1312935269669,0.0,49.60400047546433,49.49487167441831,-0.22283473887372196
48,2020-06-24 23:33:29.788299,5min Average,9173.8,Buy,944.4247288506186,0.0054063975924982435,49.70656467634835,49.597210234060384,0
49,2020-06-24 23:34:30.065591,5min Average,9176.3,Sell,993.9257720306068,0.0,49.610185588282384,49.501043179988166,-0.20552149636018413
50,2020-06-24 23:39:31.266071,5min Average,9176.3,Buy,944.2294834290765,0.005403807282522038,49.69628860153034,49.586956766606974,0
51,2020-06-24 23:40:31.550755,5min Average,9177.3,Sell,993.7068096989062,0.0,49.58641638587873,49.477326269829796,-0.21896233170054558
52,2020-06-24 23:43:32.700468,5min Average,9176.3,Buy,944.0214692139609,0.005402616821145607,49.685340484945314,49.576032735878435,0
53,2020-06-24 23:44:32.988540,5min Average,9176.3,Sell,993.487895604714,0.0,49.575492474196324,49.46642639075309,-0.21891409419222185
54,2020-06-24 23:55:35.752105,5min Average,9181.0,Buy,943.8135008244783,0.005398661486953402,49.6743947802357,49.56511111171918,0
55,2020-06-24 23:57:36.315105,5min Average,9176.1,Buy,896.6228257832544,0.010530128619627765,47.19067504122392,47.08685555613322,0
56,2020-06-24 23:58:36.798770,5min Average,9176.1,Sell,993.0347121844886,0.0,96.62446021370438,96.41188640123423,-0.45318342022540037
57,2020-06-24 23:59:37.623015,5min Average,9176.0,Buy,943.3829765752643,0.005399139253583711,49.651735609224424,49.54250179088413,0
58,2020-06-25 00:01:38.153693,5min Average,9175.0,Sell,992.8105588749465,0.0,49.53656273770519,49.427582299682236,-0.2241533095421886
59,2020-06-25 00:06:40.096695,5min Average,9161.5,Buy,943.1700309311992,0.005406463874067684,49.64052794374733,49.531318782271086,0
60,2020-06-25 00:07:40.370302,5min Average,9161.0,Buy,896.0115293846393,0.010542884880852699,47.158501546559954,47.05475284315752,0
61,2020-06-25 00:08:41.019201,5min Average,9160.4,Sell,992.3592710484901,0.0,96.56017404675369,96.34774166385083,-0.4512878264564506
62,2020-06-25 00:13:42.598186,5min Average,9145.7,Buy,942.7413074960656,0.0054133422299669975,49.617963552424506,49.50880403260917,0
63,2020-06-25 00:14:43.074832,5min Average,9145.0,Sell,992.1363308702137,0.0,49.50393202460219,49.39502337414807,-0.22294017827643842
64,2020-06-25 00:26:45.365856,5min Average,9147.3,Buy,942.529514326703,0.005411179424214246,49.60681654351068,49.49768154711496,0
65,2020-06-25 00:27:45.645915,5min Average,9147.6,Sell,991.9193808293802,0.0,49.49876378299981,49.38986650267721,-0.21695004083347413
66,2020-06-25 00:28:46.040035,5min Average,9147.6,Buy,942.3234117879111,0.005409818740388493,49.59596904146901,49.48685790957778,0
67,2020-06-25 00:31:46.568017,5min Average,9142.1,Sell,991.6711702741086,0.0,49.456562924631605,49.347758486197414,-0.24821055527159785
68,2020-06-25 00:42:48.468046,5min Average,9169.7,Buy,942.0876117604032,0.005395430023335036,49.583558513705434,49.474474684975284,0
69,2020-06-25 00:43:48.818842,5min Average,9168.0,Sell,991.4435521929324,0.0,49.464762910933274,49.35594043252922,-0.2276180811762103
70,2020-06-25 00:58:52.500017,5min Average,9157.3,Buy,941.8713745832858,0.005401495945191858,49.57217760964662,49.4631188189054,0
71,2020-06-25 00:59:52.621465,5min Average,9157.4,Sell,991.2256745407897,0.0,49.4631188189054,49.354299957503805,-0.21787765214281762
72,2020-06-25 01:01:52.833780,5min Average,9216.0,Buy,941.6643908137502,0.005365912424353299,49.56128372703949,49.45224890284,0
73,2020-06-25 01:02:52.937421,5min Average,9230.0,Sell,991.0822668621005,0.0,49.52683508553851,49.41787604835032,-0.14340767868916515
74,2020-06-25 01:08:53.671286,5min Average,9239.9,Buy,941.5281535189954,0.005351258595195857,49.55411334310503,49.4450942937502,0
75,2020-06-25 01:11:54.006138,5min Average,9253.7,Sell,990.9376195611195,0.0,49.518406536504386,49.40946604212407,-0.14464730098095657
